Date_Of_Stop,work_zone,vehicle_type,vehicle_year,vehicle_color,race,gender,driver_state,speed,speed_limit,speed_over,percentage_over_limit,hour_of_day
12/15/2017,No,02 - Automobile,2014,BLACK,WHITE,M,MD,54,45,9,20,11
12/15/2017,No,02 - Automobile,2014,BLACK,WHITE,M,MD,45,35,10,28.57143,14
12/15/2017,No,02 - Automobile,2014,BLACK,WHITE,M,MD,39,30,9,30,7
12/15/2017,No,02 - Automobile,2014,BLACK,WHITE,M,MD,39,30,9,30,8
12/15/2017,No,02 - Automobile,2014,BLACK,WHITE,M,MD,34,25,9,36,14
12/15/2017,No,02 - Automobile,2014,BLACK,WHITE,M,MD,34,25,9,36,14
12/15/2017,No,02 - Automobile,2000,WHITE,BLACK,M,MD,34,25,9,36,15
12/15/2017,No,02 - Automobile,2012,GOLD,BLACK,M,MD,47,25,22,88,15
12/15/2017,No,02 - Automobile,2000,WHITE,BLACK,M,MD,34,25,9,36,15
12/15/2017,No,02 - Automobile,2000,WHITE,BLACK,M,MD,34,25,9,36,15
12/15/2017,No,02 - Automobile,2000,WHITE,BLACK,M,MD,40,25,15,60,16
12/15/2017,No,02 - Automobile,2005,SILVER,WHITE,F,VA,84,55,29,52.72727,5
12/15/2017,No,05 - Light Duty Truck,2003,WHITE,WHITE,M,MD,49,40,9,22.5,8
12/15/2017,No,02 - Automobile,2017,BLACK,BLACK,F,MD,49,40,9,22.5,9
12/15/2017,No,02 - Automobile,2008,GRAY,WHITE,M,MD,30,25,5,20,14
12/15/2017,No,05 - Light Duty Truck,2013,RED,HISPANIC,M,MD,30,25,5,20,15
12/15/2017,No,05 - Light Duty Truck,2013,RED,HISPANIC,M,MD,30,25,5,20,15
12/15/2017,No,02 - Automobile,2014,WHITE,WHITE,M,MD,30,25,5,20,15
12/15/2017,No,02 - Automobile,2009,WHITE,HISPANIC,M,DC,30,25,5,20,15
12/15/2017,No,02 - Automobile,2009,WHITE,HISPANIC,M,DC,30,25,5,20,16
12/15/2017,No,02 - Automobile,1996,SILVER,HISPANIC,M,MD,57,40,17,42.5,16
12/15/2017,No,02 - Automobile,2016,BLUE,OTHER,M,MD,59,40,19,47.5,16
12/15/2017,No,02 - Automobile,2016,BLUE,OTHER,M,MD,62,40,22,55,16
12/15/2017,No,02 - Automobile,2016,WHITE,WHITE,F,MD,57,40,17,42.5,17
12/15/2017,No,02 - Automobile,2017,GRAY,WHITE,M,MD,59,40,19,47.5,17
12/15/2017,No,02 - Automobile,2004,BLACK,HISPANIC,M,MD,55,40,15,37.5,16
12/15/2017,No,02 - Automobile,2004,BLACK,HISPANIC,M,MD,57,40,17,42.5,16
12/15/2017,No,02 - Automobile,2004,BLACK,HISPANIC,M,MD,75,40,35,87.5,16
12/15/2017,No,02 - Automobile,2016,WHITE,WHITE,F,MD,55,40,15,37.5,17
12/15/2017,No,02 - Automobile,1998,GRAY,HISPANIC,F,MD,53,40,13,32.5,17
12/15/2017,No,02 - Automobile,2014,BLACK,HISPANIC,M,MD,59,40,19,47.5,17
12/15/2017,No,02 - Automobile,2015,WHITE,OTHER,M,MD,56,40,16,40,17
12/15/2017,No,02 - Automobile,2015,GRAY,BLACK,F,MD,78,60,18,30,5
12/15/2017,No,02 - Automobile,2015,WHITE,OTHER,M,MD,39,30,9,30,9
12/15/2017,No,02 - Automobile,2014,GRAY,WHITE,F,MD,39,30,9,30,10
12/15/2017,No,02 - Automobile,2000,GREEN,WHITE,F,MD,39,30,9,30,10
12/15/2017,No,02 - Automobile,2006,SILVER,BLACK,M,MD,49,30,19,63.33333,10
12/15/2017,No,02 - Automobile,2006,SILVER,BLACK,M,MD,100,55,45,81.81818,23
12/15/2017,No,02 - Automobile,1997,RED,OTHER,M,MD,54,45,9,20,10
12/15/2017,No,02 - Automobile,2016,WHITE,WHITE,M,MD,92,45,47,104.44444,10
12/15/2017,No,02 - Automobile,2006,WHITE,BLACK,M,MD,56,45,11,24.44444,12
12/15/2017,No,02 - Automobile,2016,WHITE,WHITE,M,MD,69,40,29,72.5,21
12/15/2017,No,02 - Automobile,2016,WHITE,WHITE,M,MD,76,40,36,90,2
12/15/2017,No,02 - Automobile,2006,WHITE,BLACK,M,MD,49,40,9,22.5,6
12/15/2017,No,02 - Automobile,2009,WHITE,BLACK,F,MD,49,40,9,22.5,7
12/15/2017,No,02 - Automobile,2009,WHITE,BLACK,F,MD,44,35,9,25.71429,16
12/15/2017,No,02 - Automobile,2009,WHITE,BLACK,F,MD,44,35,9,25.71429,16
12/15/2017,No,02 - Automobile,2009,WHITE,BLACK,F,MD,44,35,9,25.71429,16
12/15/2017,No,02 - Automobile,2006,SILVER,BLACK,F,MD,44,35,9,25.71429,16
12/15/2017,No,02 - Automobile,2006,SILVER,BLACK,F,MD,44,35,9,25.71429,16
12/15/2017,No,02 - Automobile,2006,SILVER,BLACK,F,MD,44,35,9,25.71429,17
12/15/2017,No,02 - Automobile,2006,SILVER,BLACK,F,MD,44,35,9,25.71429,17
12/15/2017,No,02 - Automobile,2006,SILVER,BLACK,F,MD,39,30,9,30,14
12/15/2017,No,02 - Automobile,2006,SILVER,BLACK,F,MD,44,35,9,25.71429,23
12/15/2017,No,02 - Automobile,2005,BLUE,OTHER,M,MD,64,55,9,16.36364,1
12/15/2017,No,02 - Automobile,2018,GRAY,ASIAN,M,MD,55,40,15,37.5,23
12/15/2017,No,02 - Automobile,2018,GRAY,ASIAN,M,MD,58,40,18,45,23
12/15/2017,No,02 - Automobile,2016,GRAY,BLACK,M,DC,57,40,17,42.5,11
12/15/2017,No,02 - Automobile,2014,SILVER,HISPANIC,M,MD,61,45,16,35.55556,5
12/15/2017,No,02 - Automobile,2014,SILVER,HISPANIC,M,MD,76,60,16,26.66667,6
12/15/2017,No,02 - Automobile,2014,SILVER,HISPANIC,M,MD,60,55,5,9.09091,21
12/15/2017,No,02 - Automobile,2009,MAROON,HISPANIC,M,MD,61,40,21,52.5,19
12/15/2017,No,02 - Automobile,1998,SILVER,BLACK,M,MD,49,40,9,22.5,6
12/15/2017,No,02 - Automobile,2008,WHITE,WHITE,M,MD,64,55,9,16.36364,1
12/15/2017,No,02 - Automobile,2008,WHITE,WHITE,M,MD,80,55,25,45.45455,21
12/15/2017,No,05 - Light Duty Truck,2016,SILVER,WHITE,M,MD,64,55,9,16.36364,0
12/15/2017,No,02 - Automobile,2014,MULTICOLOR,ASIAN,M,MD,39,30,9,30,23
12/15/2017,No,02 - Automobile,2014,MULTICOLOR,ASIAN,M,MD,39,30,9,30,23
12/15/2017,No,02 - Automobile,2011,"GREEN, DK",BLACK,M,VA,65,45,20,44.44444,11
12/15/2017,No,02 - Automobile,2013,SILVER,WHITE,F,MD,58,40,18,45,21
12/15/2017,No,02 - Automobile,2013,SILVER,WHITE,F,MD,76,60,16,26.66667,13
12/15/2017,No,02 - Automobile,2004,BLACK,WHITE,M,MD,77,60,17,28.33333,14
12/15/2017,No,02 - Automobile,2017,BLACK,BLACK,M,MD,79,60,19,31.66667,14
12/15/2017,No,02 - Automobile,2016,BLUE,ASIAN,F,MD,50,40,10,25,2
12/15/2017,No,02 - Automobile,2016,BLUE,ASIAN,F,MD,52,40,12,30,1
12/15/2017,No,02 - Automobile,1996,SILVER,WHITE,F,MD,44,35,9,25.71429,10
12/15/2017,No,02 - Automobile,1996,SILVER,WHITE,F,MD,61,35,26,74.28571,11
12/15/2017,No,02 - Automobile,1996,SILVER,WHITE,F,MD,64,55,9,16.36364,13
12/15/2017,No,02 - Automobile,1996,SILVER,WHITE,F,MD,34,25,9,36,22
12/15/2017,No,02 - Automobile,1996,SILVER,WHITE,F,MD,76,55,21,38.18182,14
12/15/2017,No,02 - Automobile,1996,SILVER,WHITE,F,MD,56,35,21,60,15
12/15/2017,No,02 - Automobile,1999,GREEN,HISPANIC,F,MD,55,40,15,37.5,11
12/15/2017,No,02 - Automobile,1999,GREEN,HISPANIC,F,MD,74,55,19,34.54545,19
12/15/2017,No,02 - Automobile,1999,GREEN,HISPANIC,F,MD,57,35,22,62.85714,22
12/15/2017,No,02 - Automobile,2002,RED,OTHER,M,MD,55,35,20,57.14286,22
12/15/2017,No,02 - Automobile,2003,SILVER,BLACK,F,DC,34,25,9,36,18
12/15/2017,No,02 - Automobile,2015,SILVER,WHITE,M,VA,34,25,9,36,18
12/15/2017,No,02 - Automobile,2002,BLUE,WHITE,M,MD,34,25,9,36,18
12/15/2017,No,02 - Automobile,2005,GRAY,HISPANIC,F,MD,75,45,30,66.66667,18
12/15/2017,No,02 - Automobile,2016,RED,WHITE,M,MD,60,45,15,33.33333,21
12/15/2017,No,02 - Automobile,2016,RED,WHITE,M,MD,130,55,75,136.36364,7
12/15/2017,No,02 - Automobile,2005,GRAY,WHITE,M,MD,44,30,14,46.66667,21
12/15/2017,No,02 - Automobile,1015,SILVER,BLACK,M,MD,72,35,37,105.71429,23
12/15/2017,No,02 - Automobile,2007,WHITE,BLACK,F,MD,67,45,22,48.88889,17
12/15/2017,No,02 - Automobile,2007,WHITE,BLACK,F,MD,58,45,13,28.88889,18
12/15/2017,No,02 - Automobile,2008,SILVER,BLACK,M,MD,63,45,18,40,18
12/15/2017,No,02 - Automobile,2002,RED,OTHER,M,MD,60,45,15,33.33333,21
12/15/2017,No,02 - Automobile,2015,SILVER,BLACK,M,MD,70,55,15,27.27273,19
12/15/2017,No,02 - Automobile,2002,RED,OTHER,M,MD,41,35,6,17.14286,3
12/15/2017,No,02 - Automobile,2008,SILVER,BLACK,M,MD,90,55,35,63.63636,23
12/15/2017,No,02 - Automobile,2015,SILVER,BLACK,M,MD,94,55,39,70.90909,4
12/15/2017,No,02 - Automobile,2015,SILVER,BLACK,M,MD,58,40,18,45,16
12/15/2017,No,02 - Automobile,2001,WHITE,WHITE,M,MD,34,25,9,36,11
12/15/2017,No,02 - Automobile,2001,WHITE,WHITE,M,MD,60,40,20,50,22
12/15/2017,No,02 - Automobile,2009,BLACK,WHITE,M,MD,48,30,18,60,22
12/15/2017,No,02 - Automobile,2001,GOLD,BLACK,F,MD,49,40,9,22.5,22
12/15/2017,No,02 - Automobile,2001,GOLD,BLACK,F,MD,75,40,35,87.5,16
12/15/2017,No,02 - Automobile,2014,BLACK,WHITE,M,MD,57,40,17,42.5,16
12/15/2017,No,02 - Automobile,2008,"BLUE, DARK",WHITE,F,MD,100,40,60,150,17
12/15/2017,No,02 - Automobile,2008,"BLUE, DARK",WHITE,F,MD,59,40,19,47.5,21
12/15/2017,No,02 - Automobile,2008,"BLUE, DARK",WHITE,F,MD,65,40,25,62.5,22
12/15/2017,No,02 - Automobile,1998,RED,WHITE,M,MD,64,45,19,42.22222,16
12/15/2017,No,02 - Automobile,2003,BLACK,WHITE,F,MD,64,55,9,16.36364,7
12/15/2017,No,02 - Automobile,1998,RED,WHITE,M,MD,64,40,24,60,16
12/15/2017,No,02 - Automobile,2003,BLACK,WHITE,F,MD,39,30,9,30,9
12/15/2017,No,02 - Automobile,1998,RED,WHITE,M,MD,39,30,9,30,11
12/15/2017,No,02 - Automobile,2008,WHITE,BLACK,F,MD,39,30,9,30,11
12/15/2017,No,02 - Automobile,2016,GRAY,WHITE,F,MD,56,40,16,40,18
12/15/2017,No,02 - Automobile,2009,MAROON,WHITE,F,MD,58,40,18,45,18
12/15/2017,No,02 - Automobile,2009,MAROON,WHITE,F,MD,62,40,22,55,18
12/15/2017,No,02 - Automobile,2009,MAROON,WHITE,F,MD,55,40,15,37.5,18
12/15/2017,No,02 - Automobile,1999,GOLD,BLACK,M,MD,55,40,15,37.5,19
12/15/2017,No,02 - Automobile,1996,BLACK,HISPANIC,M,MD,81,55,26,47.27273,12
12/15/2017,No,02 - Automobile,2008,"BLUE, DARK",WHITE,F,MD,89,55,34,61.81818,12
12/15/2017,No,02 - Automobile,2015,BLACK,WHITE,F,MD,84,55,29,52.72727,13
12/15/2017,No,03 - Station Wagon,2015,WHITE,BLACK,M,MD,75,55,20,36.36364,1
12/15/2017,No,02 - Automobile,2009,BLACK,WHITE,F,MD,83,55,28,50.90909,1
12/15/2017,No,02 - Automobile,2006,SILVER,BLACK,M,DC,45,30,15,50,23
12/15/2017,No,02 - Automobile,2006,SILVER,BLACK,M,DC,39,30,9,30,23
12/15/2017,No,02 - Automobile,2006,SILVER,BLACK,M,DC,75,55,20,36.36364,9
12/15/2017,No,02 - Automobile,2010,GRAY,WHITE,M,VA,66,40,26,65,7
12/15/2017,No,02 - Automobile,2010,GRAY,WHITE,M,VA,66,40,26,65,8
12/15/2017,No,02 - Automobile,2010,GRAY,WHITE,M,VA,39,30,9,30,16
12/15/2017,No,02 - Automobile,2010,GRAY,WHITE,M,VA,39,30,9,30,16
12/15/2017,No,02 - Automobile,2010,GRAY,WHITE,M,VA,39,30,9,30,16
12/15/2017,No,02 - Automobile,2010,GRAY,WHITE,M,VA,46,30,16,53.33333,23
12/15/2017,No,02 - Automobile,2017,GRAY,WHITE,M,VA,52,30,22,73.33333,23
12/15/2017,No,02 - Automobile,2006,"GREEN, LGT",BLACK,M,MD,49,40,9,22.5,11
12/15/2017,No,02 - Automobile,2006,"GREEN, LGT",BLACK,M,MD,76,40,36,90,18
12/15/2017,No,02 - Automobile,2006,"GREEN, LGT",BLACK,M,MD,65,55,10,18.18182,23
12/15/2017,No,02 - Automobile,2006,"GREEN, LGT",BLACK,M,MD,84,55,29,52.72727,17
12/15/2017,No,02 - Automobile,2006,"GREEN, LGT",BLACK,M,MD,44,35,9,25.71429,10
12/15/2017,No,02 - Automobile,2006,"GREEN, LGT",BLACK,M,MD,44,35,9,25.71429,10
12/15/2017,No,02 - Automobile,2006,"GREEN, LGT",BLACK,M,MD,44,35,9,25.71429,11
12/15/2017,No,02 - Automobile,2006,"GREEN, LGT",BLACK,M,MD,44,35,9,25.71429,11
12/15/2017,No,02 - Automobile,1993,BLUE,WHITE,M,MD,70,55,15,27.27273,13
12/15/2017,No,02 - Automobile,2009,RED,BLACK,M,MD,64,55,9,16.36364,13
12/15/2017,No,05 - Light Duty Truck,2007,MAROON,WHITE,F,MD,56,40,16,40,18
12/15/2017,No,02 - Automobile,2013,BLACK,OTHER,M,MD,66,40,26,65,19
12/15/2017,No,05 - Light Duty Truck,2015,BLUE,WHITE,F,MD,39,30,9,30,7
12/15/2017,No,02 - Automobile,2016,BLUE,WHITE,F,MD,39,30,9,30,9
12/15/2017,No,02 - Automobile,2013,RED,HISPANIC,M,MD,44,35,9,25.71429,10
12/15/2017,No,02 - Automobile,2013,RED,HISPANIC,M,MD,44,35,9,25.71429,10
12/15/2017,No,02 - Automobile,2013,RED,HISPANIC,M,MD,44,35,9,25.71429,10
12/15/2017,No,02 - Automobile,2013,RED,HISPANIC,M,MD,44,35,9,25.71429,10
12/15/2017,No,02 - Automobile,2013,RED,HISPANIC,M,MD,44,35,9,25.71429,11
12/15/2017,No,02 - Automobile,2013,RED,HISPANIC,M,MD,44,35,9,25.71429,11
12/15/2017,No,02 - Automobile,2013,RED,HISPANIC,M,MD,44,35,9,25.71429,11
12/15/2017,No,02 - Automobile,2013,RED,HISPANIC,M,MD,44,35,9,25.71429,11
12/15/2017,No,02 - Automobile,2013,RED,HISPANIC,M,MD,49,40,9,22.5,9
12/15/2017,No,05 - Light Duty Truck,1996,RED,WHITE,M,MD,49,40,9,22.5,9
12/15/2017,No,05 - Light Duty Truck,2012,RED,BLACK,F,MD,49,40,9,22.5,9
12/15/2017,No,02 - Automobile,2014,GRAY,WHITE,M,MD,55,40,15,37.5,9
12/15/2017,No,05 - Light Duty Truck,2007,WHITE,WHITE,M,MD,61,40,21,52.5,10
12/15/2017,No,02 - Automobile,2001,BLACK,HISPANIC,M,MD,55,40,15,37.5,10
12/15/2017,No,02 - Automobile,2001,BLACK,HISPANIC,M,MD,77,40,37,92.5,10
12/15/2017,No,02 - Automobile,2001,BLACK,HISPANIC,M,MD,56,40,16,40,10
12/15/2017,No,05 - Light Duty Truck,2013,GOLD,OTHER,F,MD,49,40,9,22.5,10
12/15/2017,No,02 - Automobile,2003,WHITE,BLACK,F,MD,55,40,15,37.5,10
12/15/2017,No,02 - Automobile,2017,BLACK,WHITE,F,DC,49,40,9,22.5,9
12/15/2017,No,02 - Automobile,2017,BLACK,WHITE,F,PA,49,40,9,22.5,9
12/15/2017,No,02 - Automobile,1999,WHITE,WHITE,M,MD,49,40,9,22.5,9
12/15/2017,No,02 - Automobile,1999,WHITE,WHITE,M,MD,49,40,9,22.5,9
12/15/2017,No,02 - Automobile,2011,WHITE,WHITE,M,MD,49,40,9,22.5,10
12/15/2017,No,02 - Automobile,2011,WHITE,WHITE,M,MD,49,40,9,22.5,10
12/15/2017,No,02 - Automobile,2011,WHITE,WHITE,M,MD,72,40,32,80,10
12/15/2017,No,02 - Automobile,2016,GRAY,WHITE,M,MD,49,40,9,22.5,10
12/15/2017,No,02 - Automobile,2015,RED,BLACK,M,MD,49,40,9,22.5,10
12/15/2017,No,02 - Automobile,2003,SILVER,BLACK,F,MD,69,50,19,38,9
12/15/2017,No,02 - Automobile,2003,SILVER,BLACK,F,MD,73,50,23,46,9
12/15/2017,No,02 - Automobile,2003,SILVER,BLACK,F,MD,73,55,18,32.72727,10
12/15/2017,No,02 - Automobile,2016,"BLUE, DARK",WHITE,F,MD,74,55,19,34.54545,10
12/15/2017,No,02 - Automobile,2017,BLACK,WHITE,M,MD,74,55,19,34.54545,11
12/15/2017,No,02 - Automobile,1997,RED,WHITE,M,MD,39,30,9,30,16
12/15/2017,No,02 - Automobile,2013,BLACK,WHITE,F,MD,45,30,15,50,16
12/15/2017,No,02 - Automobile,2013,BLACK,WHITE,F,MD,80,55,25,45.45455,12
12/15/2017,No,02 - Automobile,2013,BLACK,WHITE,F,MD,70,45,25,55.55556,1
12/15/2017,No,02 - Automobile,2008,SILVER,WHITE,M,MD,69,60,9,15,8
12/15/2017,No,02 - Automobile,1999,WHITE,BLACK,F,MD,84,55,29,52.72727,5
12/15/2017,No,02 - Automobile,2001,BLACK,BLACK,M,MD,80,60,20,33.33333,18
12/15/2017,No,02 - Automobile,2001,BLACK,BLACK,M,MD,50,40,10,25,9
12/15/2017,No,02 - Automobile,2001,BLACK,BLACK,M,MD,49,40,9,22.5,10
12/15/2017,No,02 - Automobile,2005,BLACK,HISPANIC,F,MD,49,40,9,22.5,10
12/15/2017,No,02 - Automobile,2015,SILVER,ASIAN,F,MD,49,40,9,22.5,11
12/15/2017,No,03 - Station Wagon,1997,TAN,BLACK,M,MD,39,30,9,30,10
12/15/2017,No,02 - Automobile,2008,RED,WHITE,M,MD,44,35,9,25.71429,21
12/15/2017,No,02 - Automobile,1998,WHITE,BLACK,M,MD,44,35,9,25.71429,10
12/15/2017,No,02 - Automobile,2008,RED,WHITE,M,MD,44,35,9,25.71429,10
12/15/2017,No,02 - Automobile,2008,RED,WHITE,M,MD,59,35,24,68.57143,10
12/15/2017,No,02 - Automobile,2008,RED,WHITE,M,MD,55,35,20,57.14286,11
12/15/2017,No,02 - Automobile,2017,GRAY,WHITE,F,MD,64,55,9,16.36364,23
12/15/2017,No,02 - Automobile,2007,SILVER,OTHER,F,MD,39,30,9,30,9
12/15/2017,No,02 - Automobile,2007,SILVER,OTHER,F,MD,39,30,9,30,9
12/15/2017,No,02 - Automobile,2007,GRAY,WHITE,F,MD,39,30,9,30,9
12/15/2017,No,02 - Automobile,2007,GRAY,WHITE,F,MD,39,30,9,30,9
12/15/2017,No,02 - Automobile,2007,GRAY,WHITE,F,MD,39,30,9,30,10
12/15/2017,No,02 - Automobile,2007,GRAY,WHITE,F,MD,39,30,9,30,11
12/15/2017,No,02 - Automobile,2007,GRAY,WHITE,F,MD,44,35,9,25.71429,10
12/15/2017,No,02 - Automobile,2007,GRAY,WHITE,F,MD,44,35,9,25.71429,10
12/15/2017,No,02 - Automobile,2013,SILVER,BLACK,F,MD,39,30,9,30,8
12/15/2017,No,02 - Automobile,2012,BLACK,OTHER,F,MD,39,30,9,30,9
12/15/2017,No,02 - Automobile,2012,BLACK,OTHER,F,MD,80,55,25,45.45455,12
12/15/2017,No,02 - Automobile,2012,BLACK,OTHER,F,MD,75,55,20,36.36364,12
12/15/2017,No,02 - Automobile,2005,BLACK,WHITE,F,MD,34,25,9,36,9
12/15/2017,No,02 - Automobile,2015,WHITE,WHITE,F,MD,34,25,9,36,10
12/15/2017,No,02 - Automobile,1999,GOLD,WHITE,F,MD,34,25,9,36,10
12/15/2017,No,02 - Automobile,2013,SILVER,HISPANIC,M,MD,34,25,9,36,10
12/15/2017,No,02 - Automobile,2013,SILVER,HISPANIC,M,MD,39,30,9,30,10
12/15/2017,No,02 - Automobile,2016,RED,BLACK,M,MD,46,30,16,53.33333,10
12/15/2017,No,02 - Automobile,2001,WHITE,BLACK,M,MD,51,30,21,70,10
12/15/2017,No,02 - Automobile,1996,GREEN,BLACK,M,MD,50,35,15,42.85714,20
12/15/2017,No,02 - Automobile,2017,GRAY,HISPANIC,M,MD,39,30,9,30,14
12/15/2017,No,02 - Automobile,2017,GRAY,HISPANIC,M,MD,39,30,9,30,14
12/15/2017,No,02 - Automobile,2017,GRAY,HISPANIC,M,MD,39,30,9,30,15
12/15/2017,No,02 - Automobile,2007,"BLUE, LIGHT",ASIAN,M,MD,45,30,15,50,16
12/15/2017,No,02 - Automobile,2007,"BLUE, LIGHT",ASIAN,M,MD,45,30,15,50,16
12/15/2017,No,02 - Automobile,2007,"BLUE, LIGHT",ASIAN,M,MD,45,30,15,50,16
12/15/2017,No,02 - Automobile,2012,GRAY,HISPANIC,F,MD,46,30,16,53.33333,16
12/15/2017,No,05 - Light Duty Truck,2011,WHITE,WHITE,M,MD,45,30,15,50,16
12/15/2017,No,02 - Automobile,2008,WHITE,BLACK,F,MD,45,30,15,50,16
12/15/2017,No,02 - Automobile,2013,GRAY,HISPANIC,F,MD,45,30,15,50,17
12/15/2017,No,02 - Automobile,2013,GRAY,HISPANIC,F,MD,47,30,17,56.66667,17
12/15/2017,No,02 - Automobile,2013,GRAY,HISPANIC,F,MD,50,30,20,66.66667,17
12/15/2017,No,02 - Automobile,2013,GRAY,HISPANIC,F,MD,47,30,17,56.66667,17
12/15/2017,No,02 - Automobile,2013,GRAY,HISPANIC,F,MD,56,30,26,86.66667,17
12/15/2017,No,02 - Automobile,2014,BLACK,HISPANIC,M,MD,45,30,15,50,17
12/15/2017,No,02 - Automobile,2013,SILVER,ASIAN,F,MD,50,30,20,66.66667,17
12/15/2017,No,02 - Automobile,2013,SILVER,ASIAN,F,MD,48,30,18,60,17
12/15/2017,No,02 - Automobile,2007,BLACK,HISPANIC,F,MD,47,30,17,56.66667,18
12/15/2017,No,02 - Automobile,2008,SILVER,WHITE,F,MD,47,30,17,56.66667,18
12/15/2017,No,02 - Automobile,2008,SILVER,WHITE,F,MD,46,30,16,53.33333,8
12/15/2017,No,02 - Automobile,2018,GRAY,BLACK,F,MD,51,30,21,70,8
12/15/2017,No,02 - Automobile,2001,YELLOW,WHITE,F,MD,46,30,16,53.33333,8
12/15/2017,No,02 - Automobile,2006,RED,ASIAN,M,MD,49,30,19,63.33333,8
12/15/2017,No,02 - Automobile,2006,SILVER,HISPANIC,M,MD,50,30,20,66.66667,9
12/15/2017,No,02 - Automobile,2006,"BLUE, LIGHT",WHITE,M,MD,46,30,16,53.33333,9
12/15/2017,No,02 - Automobile,2006,"BLUE, LIGHT",WHITE,M,MD,50,30,20,66.66667,9
12/15/2017,No,02 - Automobile,2012,GRAY,BLACK,M,MD,49,30,19,63.33333,9
12/15/2017,No,02 - Automobile,2004,GRAY,HISPANIC,F,MD,45,30,15,50,9
12/15/2017,No,02 - Automobile,2010,SILVER,BLACK,M,MD,47,30,17,56.66667,9
12/15/2017,No,02 - Automobile,2007,GRAY,WHITE,M,MD,50,30,20,66.66667,10
12/15/2017,No,02 - Automobile,2012,SILVER,HISPANIC,F,MD,50,30,20,66.66667,10
12/15/2017,No,02 - Automobile,2012,SILVER,HISPANIC,F,MD,62,40,22,55,13
12/15/2017,No,02 - Automobile,2012,SILVER,HISPANIC,F,MD,61,40,21,52.5,13
12/15/2017,No,02 - Automobile,2004,BLACK,BLACK,M,MD,55,40,15,37.5,13
12/15/2017,No,02 - Automobile,2004,BLACK,BLACK,M,MD,56,30,26,86.66667,11
12/15/2017,No,05 - Light Duty Truck,2008,RED,WHITE,M,MD,45,30,15,50,11
12/15/2017,No,02 - Automobile,2001,SILVER,HISPANIC,M,MD,41,25,16,64,11
12/15/2017,No,02 - Automobile,2001,SILVER,HISPANIC,M,MD,48,25,23,92,11
12/15/2017,No,02 - Automobile,2001,SILVER,HISPANIC,M,MD,70,35,35,100,13
12/15/2017,No,02 - Automobile,2018,"BLUE, DARK",BLACK,M,MD,61,40,21,52.5,10
12/15/2017,No,02 - Automobile,2018,"BLUE, DARK",BLACK,M,MD,50,35,15,42.85714,17
12/15/2017,No,02 - Automobile,2004,GRAY,BLACK,M,VA,90,55,35,63.63636,15
12/15/2017,No,02 - Automobile,2001,BLACK,ASIAN,M,MD,56,40,16,40,18
12/15/2017,No,02 - Automobile,2001,BLACK,ASIAN,M,MD,66,40,26,65,23
12/15/2017,No,02 - Automobile,2011,SILVER,BLACK,M,MD,39,30,9,30,10
12/15/2017,No,02 - Automobile,2011,BLACK,WHITE,M,MD,39,30,9,30,10
12/15/2017,No,02 - Automobile,2011,BLACK,WHITE,M,MD,49,40,9,22.5,10
12/15/2017,No,02 - Automobile,2011,BLACK,WHITE,M,MD,49,40,9,22.5,11
12/15/2017,No,02 - Automobile,2011,BLACK,WHITE,M,MD,44,35,9,25.71429,7
12/15/2017,No,02 - Automobile,2011,BLACK,WHITE,M,MD,44,35,9,25.71429,8
12/15/2017,No,02 - Automobile,2011,BLACK,WHITE,M,MD,55,35,20,57.14286,23
12/15/2017,No,02 - Automobile,2011,BLACK,WHITE,M,MD,50,30,20,66.66667,9
12/15/2017,No,02 - Automobile,2011,BLACK,WHITE,M,MD,50,35,15,42.85714,3
12/15/2017,No,02 - Automobile,2002,SILVER,WHITE,M,MD,39,30,9,30,11
12/15/2017,No,01 - Motorcycle,2017,WHITE,BLACK,M,MD,39,30,9,30,11
12/15/2017,No,01 - Motorcycle,2017,WHITE,BLACK,M,MD,44,35,9,25.71429,13
12/15/2017,No,01 - Motorcycle,2017,WHITE,BLACK,M,MD,39,30,9,30,14
12/15/2017,No,01 - Motorcycle,2017,WHITE,BLACK,M,MD,59,50,9,18,10
12/15/2017,No,01 - Motorcycle,2017,WHITE,BLACK,M,MD,67,35,32,91.42857,10
12/15/2017,No,01 - Motorcycle,2017,WHITE,BLACK,M,MD,49,40,9,22.5,13
12/15/2017,No,01 - Motorcycle,2017,WHITE,BLACK,M,MD,49,40,9,22.5,14
12/15/2017,No,01 - Motorcycle,2017,WHITE,BLACK,M,MD,39,30,9,30,8
12/15/2017,No,01 - Motorcycle,2017,WHITE,BLACK,M,MD,39,30,9,30,8
12/15/2017,No,02 - Automobile,2014,WHITE,BLACK,M,VA,39,30,9,30,9
12/15/2017,No,02 - Automobile,2016,BLACK,BLACK,M,DC,44,35,9,25.71429,6
12/15/2017,No,02 - Automobile,2003,GOLD,BLACK,M,MD,57,35,22,62.85714,6
12/15/2017,No,02 - Automobile,2003,GOLD,BLACK,M,MD,44,35,9,25.71429,6
12/15/2017,No,02 - Automobile,2003,GOLD,BLACK,M,MD,44,35,9,25.71429,6
12/15/2017,No,02 - Automobile,2003,GOLD,BLACK,M,MD,57,40,17,42.5,7
12/15/2017,No,02 - Automobile,2003,GOLD,BLACK,M,MD,61,35,26,74.28571,10
12/15/2017,No,02 - Automobile,2003,GOLD,BLACK,M,MD,64,55,9,16.36364,12
12/15/2017,No,02 - Automobile,2003,GOLD,BLACK,M,MD,50,35,15,42.85714,13
